                           ,,,,,,,,,,,,,,
,Date,Unit,Buying Price VND,Selling Price VND,Quantity Sold,Location Market,Region,Egg Type,Feed Cost VND,Buyer Type,Weather Condition,Event Impact,Source,Notes
,2025-06-25,per_egg,,1.400,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,2.650,,N/A,N/A,duck  ,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,3.000,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,2.100,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,1.900,,N/A,N/A,caged,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,2.400,,N/A,N/A,caged,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,2.000,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-07-02,per_egg,,4.000,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-07-10,per_egg,,2.800,,N/A,N/A,N/A,,household,," Information about ""fake eggs"" was cleared.",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-07-10,per_egg,,2.900,,N/A,N/A,N/A,,household,," Information about ""fake eggs"" was cleared.",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-07-10,per_egg,,2.300,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-07-10,per_egg,,2.700,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.400,,market in Dong Nai,South Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,1.900,,market in Dong Nai,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.400,,market in Can Tho,West Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,caged,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.100,,market in Nghe An,Central Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.000,,market in Ben Tre,West Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,1.900,,market in Ha Nam,North Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,2.100,,market in Ha Noi,North Vietnam,free_range,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-24,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/gia-gia-cam-hom-nay-24-07-2025-gia-ban-binh-on-1580699,"the website is updated on a daily basis

"
,2025-07-25,per_egg,,3.000,,market in North Vietnam,North Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-07-25,per_egg,,3.100,,market in North Vietnam,North Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-07,per_egg,,3.500,,N/A,North Vietnam,caged,,retailer,,,https://nhachannuoi.vn/gia-trung-ga-hoi-phuc-nguoi-chan-nuoi-co-dong-luc-san-xuat/,"the website is updated on a daily basis

"
,2025-08-07,per_egg,,3.500,,N/A,Central Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-trung-ga-hoi-phuc-nguoi-chan-nuoi-co-dong-luc-san-xuat/,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,3.800,,market in Ha Noi,North Vietnam,free_range,,household,,"This year's high egg prices are due to other reasons, such as stormy weather, sudden heat, many chicken farms being flooded or chickens dying due to heat, creating a decrease in supply.
Due to the outbreak of African swine fever, people are afraid of the disease so they reduce their pork consumption and switch to eating eggs.",https://thanhnien.vn/trung-ga-bat-ngo-tang-gia-cao-ky-luc-18525080720000368.htm,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,5.500,,market in Ha Noi,North Vietnam,free_range,,household,,"This year's high egg prices are due to other reasons, such as stormy weather, sudden heat, many chicken farms being flooded or chickens dying due to heat, creating a decrease in supply.
Due to the outbreak of African swine fever, people are afraid of the disease so they reduce their pork consumption and switch to eating eggs.",https://thanhnien.vn/trung-ga-bat-ngo-tang-gia-cao-ky-luc-18525080720000368.htm,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,2.400,,N/A,North Vietnam,caged,,retailer,,,,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,3.000,,N/A,North Vietnam,free_range,,retailer,,,,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,3.000,,market in Lam Dong ,Central Vietnam,N/A,,household,,"Egg prices are surging because prolonged low prices over the past 2 years forced many farms to reduce or stop raising flocks (sharply cutting supply), while African swine fever reduced pork consumption, shifting demand to poultry, eggs, and seafood (boosting egg demand).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,1.700,,market in Lam Dong ,Central Vietnam,N/A,,household,,"Egg prices are surging because prolonged low prices over the past 2 years forced many farms to reduce or stop raising flocks (sharply cutting supply), while African swine fever reduced pork consumption, shifting demand to poultry, eggs, and seafood (boosting egg demand).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,2.600,,market in Lam Dong ,Central Vietnam,N/A,,retailer,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,2.700,,market in Lam Dong ,Central Vietnam,N/A,,retailer,,"Egg prices are surging because African swine fever reduced pork consumption (boosting egg demand), prolonged low prices (6-7 months) forced small farmers to release flocks (cutting supply), and exports to Cambodia, Laos, and the Middle East have risen.",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-08,per_egg,,1.900,,market in North Vietnam,North Vietnam,caged,,retailer,,"Egg prices are surging because African swine fever reduced pork consumption (boosting egg demand), prolonged low prices (6-7 months) forced small farmers to release flocks (cutting supply), and exports to Cambodia, Laos, and the Middle East have risen.",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-09,per_egg,,2.500,,market in South Vietnam,South Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-09,per_egg,,2.700,,market in South Vietnam,South Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,3.000,,market Ba Chieu,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,3.000,,market in HCM,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,3.200,,market in HCM,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,2.000,,market in HCM,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,5.000,,market Ba Chieu,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,3.350,,market SATRA,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,2.300,,market in North Vietnam,North Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-10,per_egg,,2.500,,market in North Vietnam,North Vietnam,caged,,household,,"Egg prices are surging due to African swine fever reducing pork consumption (boosting egg demand), prolonged low prices (6-7 months) forcing small farmers to release flocks (cutting supply), rising exports to Laos and the Middle East, clarified fake egg rumors restoring consumer confidence (further increasing demand), and Thailand-Cambodia conflict halting Thai egg exports to Cambodia (boosting Vietnam's exports there).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.300,,market in Ho Chi Minh ,South Vietnam,caged,,household,,"The egg prices in this period had been considered the highest since the Covid-19.
Autumn Festival -> eggs used to make cakes

Prolonged low egg prices (6–7 months) forced small farms to downsize, reducing supply.

African Swine Fever makes people choose other food source instead (poultry meat/eggs)",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.350,,market in Ho Chi Minh ,South Vietnam,free_range,,household,,"The egg prices in this period had been considered the highest since the Covid-19.
Autumn Festival -> eggs used to make cakes

Prolonged low egg prices (6–7 months) forced small farms to downsize, reducing supply.

African Swine Fever makes people choose other food source instead (poultry meat/eggs)",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.000,,Southern Hanoi wholesale market,North Vietnam,caged,,household,,"The reason for the sharp increase in egg prices is because this is the peak season for making moon cakes, so businesses buy large quantities of poultry eggs. Moreover, last year and during the first few months of this year, egg prices hit rock bottom, farmers suffered heavy losses, so there were farmers destroying their flocks and hanging up their cages. Therefore, the supply of eggs is scarce, pushing prices up.",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,5.000,,Hanoi wholesale market,North Vietnam,free_range,,household,,"The reason for the sharp increase in egg prices is because this is the peak season for making moon cakes, so businesses buy large quantities of poultry eggs. Moreover, last year and during the first few months of this year, egg prices hit rock bottom, farmers suffered heavy losses, so there were farmers destroying their flocks and hanging up their cages. Therefore, the supply of eggs is scarce, pushing prices up.",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.700,,market in Hai Phong,North Vietnam,caged,,household,,"The reason for the sharp increase in egg prices is because this is the peak season for making moon cakes, so businesses buy large quantities of poultry eggs. Moreover, last year and during the first few months of this year, egg prices hit rock bottom, farmers suffered heavy losses, so there were farmers destroying their flocks and hanging up their cages. Therefore, the supply of eggs is scarce, pushing prices up.",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.700,,N/A,South Vietnam,N/A,,retailer,,"The demand for making moon cakes is increasing, African swine fever is breaking out",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.300,,market in HCM,South Vietnam,caged,,household,,"The demand for making moon cakes is increasing, African swine fever is breaking out",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,4.000,,market in HCM,South Vietnam,N/A,,household,,"The demand for making moon cakes is increasing, African swine fever is breaking out",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,5.500,,Winmart,South Vietnam,N/A,,household,,"The demand for making moon cakes is increasing, African swine fever is breaking out",https://nhachannuoi.vn/dong-nam-bo-gia-trung-ga-tang-cao/,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.750,,Kingfood Mart,South Vietnam,caged,,household,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.000,,market in Ha Noi,North Vietnam,caged,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.500,,market in Ha Noi,North Vietnam,caged,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.300,,market in Ha Noi,North Vietnam,duck,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,4.500,,market in Ha Noi,North Vietnam,free_range,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,5.000,,market in Ha Noi,North Vietnam,free_range,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.300,,market in Ha Noi,North Vietnam,caged,,household,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.600,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,3.500,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.000,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-11,per_egg,,2.800,,N/A,North Vietnam,caged,,retailer,,"The outbreak of African swine fever has led to a decrease in pork consumption among consumers. Alternative foods such as poultry eggs and meat have become popular choices, contributing to a surge in egg prices.
The supply has decreased due to a period of low prices in 2024, forcing many farms to downsize their flocks or temporarily suspend production. Meanwhile, poultry egg exports to Cambodia, Laos, and the Middle East have rebounded thanks to more competitive",https://vietnamnet.vn/gia-trung-tang-gap-doi-chi-trong-1-thang-nong-dan-lai-tien-trieu-moi-ngay-2430932.html?referrer=grok.com,"the website is updated on a daily basis

"
,2025-08-12,per_egg,,1.750,,N/A,South Vietnam,N/A,,retailer,,,https://danviet.vn/gia-trung-ga-khong-con-re-sieu-thi-cung-ngung-khuyen-mai-d1354369.html,"the website is updated on a daily basis

"
,2025-08-14,per_egg,,3.000,,N/A,N/A,N/A,,household,,,https://phunutoday.vn/trung-ga-dang-tu-re-bong-tang-vot-chuyen-gia-noi-gi-vi-sao-lai-nhu-vay-d466986.html,"the website is updated on a daily basis

"
,2025-08-14,per_egg,,4.000,,N/A,N/A,N/A,,retailer,,,https://phunutoday.vn/trung-ga-dang-tu-re-bong-tang-vot-chuyen-gia-noi-gi-vi-sao-lai-nhu-vay-d466986.html,"the website is updated on a daily basis

"
,2025-08-14,per_egg,,6.000,,N/A,N/A,N/A,,retailer,,,https://phunutoday.vn/trung-ga-dang-tu-re-bong-tang-vot-chuyen-gia-noi-gi-vi-sao-lai-nhu-vay-d466986.html,"the website is updated on a daily basis

"
,2025-08-14,per_egg,,5.000,,N/A,N/A,N/A,,retailer,,,https://phunutoday.vn/trung-ga-dang-tu-re-bong-tang-vot-chuyen-gia-noi-gi-vi-sao-lai-nhu-vay-d466986.html,"the website is updated on a daily basis

"
,2025-08-18,per_egg,,1.800,,market in Lam Dong ,Central Vietnam,N/A,,household,,"Egg prices are surging because prolonged low prices over the past 2 years forced many farms to reduce or stop raising flocks (sharply cutting supply), while African swine fever reduced pork consumption, shifting demand to poultry, eggs, and seafood (boosting egg demand).",https://danviet.vn/dien-bien-gia-trung-gia-cam-tang-cao-nhieu-doanh-nghiep-dang-xuat-khau-trung-sang-campuchia-d1353967.html,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,2.500,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,2.900,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,1.600,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,1.800,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,3.000,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,3.500,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-24,per_egg,,3.000,,market in Đông Nam Bộ,Southeastern region,N/A,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-25,per_egg,,3.500,,market in Ho Chi Minh ,South Vietnam,caged,,household,,"Demand increases, supply decreases --> egg prices have skyrocketed in the past month + 
complicated developments of African swine fever have caused consumers to reduce pork 
consumption --> contributing to the increase in egg prices.",https://www.sggp.org.vn/gia-trung-ga-thit-ga-deu-tang-post819896.html,"the website is updated on a daily basis

"
,2025-10-25,per_egg,,3.800,,market in Ho Chi Minh ,South Vietnam,free_range,,household,,"Demand increases, supply decreases --> egg prices have skyrocketed in the past month + 
complicated developments of African swine fever have caused consumers to reduce pork 
consumption --> contributing to the increase in egg prices.",https://www.sggp.org.vn/gia-trung-ga-thit-ga-deu-tang-post819896.html,"the website is updated on a daily basis

"
,2025-10-27,per_egg,,1.600,,market in Dong Nam Bo,South Vietnam,caged,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
